Date,open,high,low,close,volume
2005-01-03,43.416820417781466,43.67119598774212,43.11665910833022,43.24384689331055,2176500.0
2005-01-04,43.386279487210444,43.50329391110535,42.46035293284175,42.69437789916992,3127400.0
2005-01-05,42.66386163590907,42.92332574771197,42.56211298261422,42.6078987121582,2130700.0
2005-01-06,42.66385954919718,42.97928656932323,42.526494604359165,42.562110900878906,1773600.0
2005-01-07,42.7605428814269,43.18280345683187,42.404414687822936,42.48072814941406,2396900.0
2005-01-10,42.45525364435894,42.83173203931904,42.378944127843326,42.54174423217773,2170200.0
2005-01-11,42.53157879774016,42.58245311663206,42.328077640710816,42.37895584106445,1897000.0
2005-01-12,40.38465443523103,40.38465443523103,38.919452899856935,39.265403747558594,22627900.0
2005-01-13,39.138221982966726,39.41803663844071,38.56333464163079,38.71595764160156,9028300.0
2005-01-14,38.74138187305269,38.99575732345821,38.58366645440756,38.63962936401367,5439000.0
2005-01-18,38.63456035933608,38.67017278161521,38.10545874157266,38.3089599609375,6923300.0
2005-01-19,38.34456330581982,38.76173896010047,38.23263746759248,38.4463119506836,4839700.0
2005-01-20,38.44633457392329,38.665097782424525,38.21230944785801,38.26827239990234,4441100.0
2005-01-21,38.283517666286265,38.71595529552655,38.02914213361992,38.15124130249024,5409300.0
2005-01-24,38.45648135794779,38.680333011673945,38.064744845388624,38.35982131958008,5181300.0
2005-01-25,38.55315723855621,38.86858431380504,38.37509513215074,38.71086883544922,4594400.0
2005-01-26,38.71595543037656,38.77191835827509,38.15633003285389,38.41070556640625,4253900.0
2005-01-27,38.35982390753146,38.35982390753146,36.63006983354396,37.65266036987305,15411900.0
2005-01-28,37.62212714119825,37.69844055175781,37.3219659761816,37.69844055175781,7152900.0
2005-01-31,37.74931288992678,38.1207027317728,37.72387767537857,37.99351501464844,4107700.0
2005-02-01,38.08001805024922,38.33439359351269,37.91212926014427,38.273345947265625,3326100.0
2005-02-02,38.33948156442429,38.40053309113606,38.16141946334332,38.258079528808594,2229900.0
2005-02-03,38.27841365715396,38.410689967692846,37.95281341695132,38.06473922729492,2292400.0
2005-02-04,38.09526562891401,38.15631713365392,37.64756623853854,37.69844055175781,3524200.0
2005-02-07,37.67302148337524,37.98844468940896,37.47460885975307,37.71880722045898,2192200.0
2005-02-08,37.64757718324985,37.69336291401941,37.06760130472759,37.68827819824219,5812100.0
2005-02-09,37.68828710702685,37.97827511483556,37.54583740234375,37.54583740234375,2807500.0
2005-02-10,37.82564522892438,38.15633423525588,37.749331784161264,37.90704727172852,2584900.0
2005-02-11,38.04440500751143,38.43614551135225,37.90195532664665,38.258079528808594,3065900.0
2005-02-14,38.319126464207656,38.415790399553565,38.14615298144364,38.15632629394531,1861600.0
2005-02-15,38.23265860803704,39.19419819508473,38.0444192413454,39.18402099609375,5191000.0
2005-02-16,39.311186070925416,40.18623836763529,39.224699336857135,40.12519073486328,6306600.0
2005-02-17,40.1303250878796,40.17630321844555,39.52747602345246,39.68074035644531,4064500.0
2005-02-18,39.696041445897016,39.74713342254977,39.4508171081543,39.4508171081543,1969200.0
2005-02-22,39.348647949264105,39.40995599956284,38.81221712579392,38.94504928588867,3311800.0
2005-02-23,39.00634261396269,39.43038107420325,39.00634261396269,39.159610748291016,2079500.0
2005-02-24,39.10850839791344,39.57341481291951,38.9807862985052,39.542762756347656,2313300.0
2005-02-25,39.338434800949805,39.56833318548294,39.226038649303575,39.43550491333008,2079300.0
2005-02-28,39.3588620427078,39.839098620738014,39.13917976741431,39.58876037597656,2508300.0
2005-03-01,39.65006385397756,39.82887408124928,39.46614364942074,39.55299377441406,2085300.0
2005-03-02,39.49169238899518,39.49679846886533,39.08297992867196,39.29244613647461,2334400.0
2005-03-03,39.49170200251236,39.67051228576771,39.10853543934868,39.466156005859375,2171600.0
2005-03-04,39.66540258012112,39.97704503212943,39.48148231671385,39.8033447265625,1935200.0
2005-03-07,39.87487810950521,40.22228269916717,39.675631760793344,40.0434684753418,1726800.0
2005-03-08,40.04344459555202,40.25802075662605,39.879960409543976,40.13029861450195,1846400.0
2005-03-09,40.00257764972774,40.00768372916826,39.33842093202686,39.39461898803711,2357600.0
