Date,Close,High,Low,Open,Volume,Index
2005-02-09,37.54583740234375,37.97827511483556,37.54583740234375,37.68828710702685,2807500,UPS
2005-02-10,37.907047271728516,38.156334235255876,37.749331784161264,37.82564522892438,2584900,UPS
2005-02-11,38.258079528808594,38.43614551135225,37.90195532664665,38.04440500751143,3065900,UPS
2005-02-14,38.15632629394531,38.415790399553565,38.14615298144364,38.319126464207656,1861600,UPS
2005-02-15,39.18402099609375,39.19419819508473,38.0444192413454,38.23265860803704,5191000,UPS
2005-02-16,40.12519073486328,40.18623836763529,39.224699336857135,39.311186070925416,6306600,UPS
2005-02-17,39.68074035644531,40.17630321844555,39.52747602345246,40.1303250878796,4064500,UPS
2005-02-18,39.4508171081543,39.74713342254977,39.4508171081543,39.696041445897016,1969200,UPS
2005-02-22,38.94504928588867,39.40995599956284,38.812217125793914,39.348647949264105,3311800,UPS
2005-02-23,39.159610748291016,39.43038107420325,39.00634261396269,39.00634261396269,2079500,UPS
2005-02-24,39.542762756347656,39.57341481291951,38.980786298505194,39.10850839791344,2313300,UPS
2005-02-25,39.43550491333008,39.56833318548294,39.226038649303575,39.338434800949805,2079300,UPS
2005-02-28,39.58876037597656,39.839098620738014,39.139179767414305,39.3588620427078,2508300,UPS
2005-03-01,39.55299377441406,39.82887408124928,39.46614364942074,39.65006385397756,2085300,UPS
2005-03-02,39.29244613647461,39.49679846886533,39.08297992867196,39.49169238899518,2334400,UPS
2005-03-03,39.466156005859375,39.67051228576771,39.10853543934868,39.49170200251236,2171600,UPS
2005-03-04,39.8033447265625,39.97704503212943,39.48148231671385,39.66540258012112,1935200,UPS
2005-03-07,40.0434684753418,40.222282699167174,39.675631760793344,39.87487810950521,1726800,UPS
2005-03-08,40.13029861450195,40.25802075662605,39.879960409543976,40.04344459555202,1846400,UPS
2005-03-09,39.39461898803711,40.007683729168264,39.33842093202686,40.00257764972774,2357600,UPS
2005-03-10,39.3179931640625,39.619419518382294,39.18005493260861,39.59387352474165,2293300,UPS
2005-03-11,38.858192443847656,39.4406052375728,38.72536419108324,39.29755702827489,2442600,UPS
2005-03-14,39.103424072265625,39.10853405096918,38.64362343323807,38.955265872036094,2910400,UPS
2005-03-15,38.51078414916992,39.49169329694344,38.51078414916992,39.236248977811265,5342600,UPS
2005-03-16,38.01522445678711,38.51078314890445,37.84152029744805,38.51078314890445,3516500,UPS
2005-03-17,38.0765266418457,38.607851252287276,37.82619231982971,38.01522250456789,2636700,UPS
2005-03-18,37.550323486328125,37.97436208837368,37.04965079149079,37.9692521094484,7292800,UPS
2005-03-21,37.54008483886719,37.6933490344618,37.12626254589184,37.586062928214716,2869900,UPS
2005-03-22,37.29486846923828,37.92326317353362,37.274432457139085,37.611620810119696,2467500,UPS
2005-03-23,36.91682052612305,37.3817272411254,36.81975042064898,37.29487709294948,3327600,UPS
2005-03-24,36.88616180419922,37.284658255936314,36.88616180419922,36.93725379134057,1921100,UPS
2005-03-28,36.998538970947266,37.37148923790836,36.8401648057647,37.01386500012372,2610400,UPS
2005-03-29,36.71247482299805,37.141619606525616,36.574532644169345,37.00368132546969,2592800,UPS
2005-03-30,37.47878646850586,37.55031055774659,36.69201758908727,36.72266965654172,2352400,UPS
2005-03-31,37.16204833984375,37.575870897385194,37.09052422328538,37.5503248995692,2149500,UPS
2005-04-01,36.73290252685547,37.422601571485465,36.656268433502824,37.29487938182169,2429400,UPS
2005-04-04,36.962799072265625,37.03943316180992,36.55919650525261,36.71246468434119,2065600,UPS
2005-04-05,37.29486846923828,37.29486846923828,36.86061393099993,37.02409813002275,1739600,UPS
2005-04-06,37.31529998779297,37.790426493014515,37.26421191258243,37.53498221919154,2007700,UPS
2005-04-07,37.254005432128906,37.41748967059037,37.13139322772574,37.33574950024549,2348500,UPS
2005-04-08,36.63072204589844,37.284662924132924,36.53876191441014,37.284662924132924,3540100,UPS
2005-04-11,36.78399658203125,36.82486862481002,36.405939930758905,36.738018457234524,2179100,UPS
2005-04-12,37.11606216430664,37.294872416888175,36.12493691032448,36.6051735010616,2862400,UPS
2005-04-13,36.28841781616211,37.0598607186615,35.96144941333539,36.91170255210395,2726800,UPS
2005-04-14,35.72134780883789,36.416156963512286,35.40970529544249,36.365068857562946,4016400,UPS
2005-04-15,35.123592376708984,36.176021679182625,35.08272035193291,35.685569075182165,4670200,UPS
2005-04-18,35.18490219116211,35.73155288239984,34.53607143282279,35.14914014211931,3454900,UPS
2005-04-19,34.827274322509766,35.06739258398859,34.71998818610296,34.74042419748101,4291300,UPS
2005-04-20,34.362369537353516,34.898800247580056,34.28062548754519,34.86814817778735,4665000,UPS
2005-04-21,36.04829788208008,36.145367962056305,35.58339128919683,36.08916990499329,8920800,UPS
2005-04-22,34.689353942871094,36.04321018461692,34.05074287579973,35.83885386359955,7900500,UPS
2005-04-25,35.251312255859375,35.5067565475685,34.7864017740189,34.99586796415025,3958400,UPS
2005-04-26,34.99078369140625,35.30242626804777,34.85795536853573,35.246228170766614,6063500,UPS
2005-04-27,35.716243743896484,35.78776787581969,34.8426203223992,34.9754525235878,3453900,UPS
2005-04-28,35.64469909667969,36.09428359948441,35.516976935250355,35.67024508807397,3501400,UPS
2005-04-29,36.43145751953125,36.49787551879739,35.598710671572725,35.82350285782137,5046200,UPS
2005-05-02,36.77378463745117,36.83508881071048,36.40083402644087,36.42638003048089,3367300,UPS
2005-05-03,36.60517501831055,36.84529332363178,36.35994673476914,36.732897189415766,3087300,UPS
2005-05-04,36.58473587036133,36.732894043888805,36.29352950108899,36.610281861503346,2417500,UPS
2005-05-05,36.60517501831055,36.75843928497401,36.46723289076496,36.52854093609315,2251500,UPS
2005-05-06,36.53874206542969,36.886146384801116,36.38547786138831,36.68179411274595,2303900,UPS
2005-05-09,36.81973648071289,36.88104450797558,36.33439393263639,36.40080803884333,2271700,UPS
2005-05-10,36.59494400024414,36.75332209502586,36.40591773871941,36.712450077161535,2419600,UPS
2005-05-11,37.7291145324707,37.79553253131646,37.30507614664736,37.488996316455804,5247100,UPS
2005-05-12,37.22621536254883,37.79584758273071,37.03633665073247,37.73426434545502,3693400,UPS
2005-05-13,37.026058197021484,37.652140459569864,36.84644539594582,37.328833502368255,2513900,UPS
2005-05-16,37.55466842651367,37.652174284090655,36.96450819401484,37.02609145910593,2544700,UPS
2005-05-17,37.934410095214844,37.9498049277959,37.24674813814266,37.55978945151662,3136800,UPS
2005-05-18,38.43731689453125,38.6836419614415,37.9754524999916,37.9754524999916,2698200,UPS
2005-05-19,38.57074737548828,38.67851508759075,38.23204549579491,38.66824925866677,2125100,UPS
2005-05-20,38.483497619628906,38.68363818518083,38.34494027242602,38.57074149110654,1940800,UPS
2005-05-23,38.64772415161133,38.940237651627434,38.483506115028014,38.53995643215979,1948300,UPS
2005-05-24,38.69903564453125,38.70929755628324,38.26796096089681,38.45783960806821,1699200,UPS
2005-05-25,38.43731689453125,38.601534910893534,38.180725999261035,38.601534910893534,1565600,UPS
2005-05-26,38.46297836303711,38.79654735094629,38.36547647322993,38.66825188754021,1952100,UPS
2005-05-27,38.329551696777344,38.52455938044884,38.201256240746105,38.51429746668365,1200900,UPS
2005-05-31,37.79584884643555,38.252580437849744,37.71887077608396,38.252580437849744,2600800,UPS
2005-06-01,37.79584884643555,38.1807352829262,37.62136495928746,37.8009817618636,2416000,UPS
2005-06-02,37.79069900512695,37.8779389519939,37.53924107551876,37.8471493037504,2131700,UPS
2005-06-03,37.36989974975586,37.718863541855804,37.221076553024034,37.5905680876318,2294000,UPS
2005-06-06,37.39042663574219,37.48793243160411,37.1030460777489,37.45200986185495,1758000,UPS
2005-06-07,37.472530364990234,37.90873799288309,37.472530364990234,37.49819101907785,2200800,UPS
2005-06-08,37.133846282958984,37.53926049403062,37.00041787944067,37.53926049403062,2144400,UPS
2005-06-09,36.53854751586914,36.692503642714584,36.17932177358571,36.43591270815015,6074900,UPS
2005-06-10,36.415374755859375,36.55393601423317,36.03048846190125,36.41024184233216,2554100,UPS
2005-06-13,36.00996398925781,36.338400010004165,35.943251768416474,36.33327101127759,2872100,UPS
2005-06-14,35.943267822265625,36.1690691556064,35.82010523829245,36.0099800729036,2791000,UPS
2005-06-15,35.84574508666992,36.14852436044848,35.73284447323609,36.03049083314962,2593400,UPS
2005-06-16,36.1742057800293,36.22552320789383,35.87143021494038,36.08183284376562,2460100,UPS
2005-06-17,36.42565155029297,36.533419275217064,36.174189610203044,36.51289153019338,3466300,UPS
2005-06-20,36.28196334838867,36.374336258671356,36.17932852152687,36.34867950958975,2306200,UPS
2005-06-21,36.21009826660156,36.41537172266763,36.092068672167805,36.281943388934856,1848400,UPS
2005-06-22,36.0407600402832,36.538543104414494,35.9483871583819,36.46156896555214,2903000,UPS
2005-06-23,35.363365173339844,35.79956898758596,34.742411654102014,35.15295872354955,8818600,UPS
2005-06-24,35.20426940917969,35.56349900519898,35.19913649509285,35.435203559892,3297100,UPS
2005-06-27,35.101646423339844,35.29665415628954,35.09651350752686,35.204281247993876,2110800,UPS
2005-06-28,35.830345153808594,35.84573997794349,35.158078398148035,35.28124090649271,2945100,UPS
2005-06-29,35.60455322265625,36.1947130980557,35.58915839451596,36.17418535544646,3182300,UPS
2005-06-30,35.49164581298828,35.97403391546672,35.409534867301936,35.87139914862417,3061100,UPS
2005-07-01,35.51730728149414,35.917588406908756,35.41980149931051,35.64046980117573,1607400,UPS
2005-07-05,35.36848831176758,35.65587277886145,35.158085812112844,35.43520445077495,2077600,UPS
2005-07-06,34.74753952026367,35.3633600349547,34.742406605942975,35.281249066889316,3266000,UPS
2005-07-07,35.2556037902832,35.404427048373805,33.92133129929586,34.511491415098384,4042600,UPS
2005-07-08,35.8970832824707,36.05103946551262,35.02467535261547,35.306927049769534,3207200,UPS
2005-07-11,35.814964294433594,36.07668815257321,35.77904171902362,35.93812685080109,2487200,UPS
2005-07-12,35.814964294433594,35.974049426211074,35.57376818156641,35.763646888886065,2009800,UPS
2005-07-13,35.90220642089844,35.93812899845514,35.57377030744647,35.62508771606072,1770900,UPS
2005-07-14,36.26655578613281,36.44616862772974,35.938119757136626,36.35892866399213,2616600,UPS
2005-07-15,35.99970245361328,36.44103909522634,35.95351405772686,36.26655525503998,2305700,UPS
2005-07-18,35.90733337402344,36.27682491912064,35.90733337402344,35.95351785952725,1789600,UPS
2005-07-19,35.99970245361328,36.29734882405302,35.95351405772686,35.98430762673989,2365000,UPS
2005-07-20,37.36989974975586,37.518722946487685,35.80982655656004,35.88167169770416,4937200,UPS
2005-07-21,37.123558044433594,37.97544144813805,36.85157240104477,37.82148538967465,6498900,UPS
2005-07-22,37.42121887207031,37.693204621110624,37.19028860993674,37.51359175997709,2382400,UPS
2005-07-25,37.30831527709961,37.67780679937591,37.23647013835326,37.59056683307912,2155400,UPS
2005-07-26,37.677825927734375,37.81125435968814,37.333994886996216,37.539268494170834,2746100,UPS
2005-07-27,37.56488800048828,37.96003998765769,37.559759003964174,37.7547665840223,2280900,UPS
2005-07-28,37.83689880371094,37.96519426377127,37.6008317117652,37.78044848806305,1460600,UPS
2005-07-29,37.446876525878906,37.847157702938546,37.43661069734247,37.847157702938546,1799700,UPS
2005-08-01,37.477664947509766,37.744521666944486,37.41608563938351,37.45200820754592,1705700,UPS
2005-08-02,37.677825927734375,37.71888143222298,37.34938972236234,37.47768523743793,2570700,UPS
2005-08-03,38.04217529296875,38.05244112418099,37.46741403364128,37.47254303397997,2064000,UPS
2005-08-04,37.83689880371094,38.088356809154504,37.68807560020894,37.82150005967965,1453600,UPS
2005-08-05,37.68806838989258,37.85228639074166,37.64701291086381,37.693197388321686,1551100,UPS
2005-08-08,37.487937927246094,37.93440365739841,37.436616606995315,37.770185612290206,1685500,UPS
2005-08-09,37.54439163208008,37.877956752180125,37.47254256030493,37.7855838487748,1463100,UPS
2005-08-10,37.4930534362793,38.02676286965799,37.35962901438384,37.621348860208826,1840500,UPS
2005-08-11,37.57518005371094,37.72400327735218,37.257005860208906,37.35964459130662,1500500,UPS
2005-08-12,37.4930534362793,37.744515286172415,37.33910127672324,37.57516438692169,1411600,UPS
2005-08-15,37.46227264404297,37.621357754440595,37.20568173552213,37.39556041732351,1728900,UPS
2005-08-16,37.020938873291016,37.6572832800836,37.02093887329101,37.48793624277334,2059600,UPS
2005-08-17,37.108177185058594,37.21594490042875,36.69250115216417,37.0517268700647,2469000,UPS
2005-08-18,37.00505828857422,37.288603779453524,36.860709287113956,37.0669238320066,1629700,UPS
2005-08-19,36.85040283203125,37.27314090781905,36.85040283203125,37.18549706536815,1430600,UPS
2005-08-22,37.298927307128906,37.32470561026621,36.89681095077473,37.22159633093383,1920200,UPS
2005-08-23,37.17519760131836,37.37625576595375,37.046313960746104,37.304081241890614,3814900,UPS
2005-08-24,37.09271240234375,37.78868724964132,37.08240344109656,37.17519982518845,2382900,UPS
2005-08-25,37.07208251953125,37.21127508415391,36.87617692008719,37.08754792302093,1556800,UPS
2005-08-26,36.773075103759766,37.0720860437035,36.633878592689165,37.0720860437035,2358900,UPS
2005-08-29,36.70606994628906,36.78340093978564,36.34519722092863,36.52047713518435,1797300,UPS
2005-08-30,36.30394744873047,36.60295847602786,35.994627459520125,36.57718017141989,2988900,UPS
2005-08-31,36.5462646484375,36.5462646484375,35.95855524299444,36.30396264329158,3143700,UPS
2005-09-01,35.906978607177734,36.45344391695873,35.85026949768543,36.35549110361456,2655700,UPS
2005-09-02,35.56157302856445,36.24723095300917,35.56157302856445,36.03586384443763,2315900,UPS
2005-09-06,36.11320495605469,36.24208862265986,35.8709030335222,35.93276467623356,2026500,UPS
2005-09-07,35.948219299316406,36.138964530522685,35.834801089833896,36.08741187163493,1997200,UPS
2005-09-08,35.484256744384766,36.164762437071225,35.417234711593515,36.164762437071225,2111700,UPS
2005-09-09,35.314125061035156,35.56673594922198,35.211019699837344,35.56673594922198,2862000,UPS
2005-09-12,35.31927490234375,35.47908936227117,35.02026390429782,35.2213220742764,2525500,UPS
2005-09-13,35.27803039550781,35.582193900527834,35.26256498789209,35.41722299726586,2825600,UPS
2005-09-14,35.21100616455078,35.504860657544555,35.11820980185717,35.442995104676854,2226400,UPS
2005-09-15,35.29349136352539,35.49454950367163,35.18522959061711,35.30380425611632,1745900,UPS
2005-09-16,35.56157302856445,35.57188198838072,34.932620282933556,35.314114727595346,4465500,UPS
2005-09-19,34.674869537353516,35.44301523905152,34.59238208667066,35.31413154727315,2711000,UPS
2005-09-20,34.4686279296875,34.99447125093245,34.411918834927796,34.783104206731316,3184600,UPS
2005-09-21,35.01510238647461,35.88120050604045,34.674851660868086,35.23678237937587,3985000,UPS
2005-09-22,35.365657806396484,35.468767042690146,34.66968717757884,34.901676076112985,2511100,UPS
2005-09-23,35.24708938598633,35.46876934186859,34.891369380841084,35.36566009889111,2078200,UPS
2005-09-26,35.2006950378418,35.62343317059909,35.04088060143845,35.41721858391395,2049300,UPS
2005-09-27,35.314125061035156,35.52033971664818,35.009961492249424,35.34505588275101,2074500,UPS
2005-09-28,35.54096221923828,35.638911134184994,35.15431120791747,35.52034035998174,2282300,UPS
2005-09-29,36.27817916870117,36.3142664412814,35.20070957328965,35.43785506927655,2697700,UPS
2005-09-30,35.638912200927734,36.08742880344315,35.546115798104466,36.0822723551703,2310300,UPS
2005-10-03,35.73685836791992,35.9585384035789,35.30381119121876,35.72654940651997,2633800,UPS
2005-10-04,35.23678970336914,35.90182982030201,35.13368435495873,35.8554335934824,2605500,UPS
2005-10-05,34.48926544189453,35.24710193134703,34.48926544189453,35.07181812250498,4191800,UPS
2005-10-06,35.21100616455078,35.85542425736309,34.61814073252028,34.61814073252028,4047600,UPS
2005-10-07,35.283180236816406,35.685296492408156,34.99447826024563,35.33988934293482,1926000,UPS
2005-10-10,35.484256744384766,35.67500207902351,35.28835102787853,35.40176929886258,1822800,UPS
2005-10-11,35.80903244018555,36.082265145789535,35.473934167321175,35.484247061806315,2737400,UPS
2005-10-12,35.427528381347656,36.08741185451571,35.17491759966646,35.59765569549072,2479900,UPS
2005-10-13,35.123374938964844,35.40176412710619,34.95325149055956,35.18524051406869,2403600,UPS
2005-10-14,36.09257125854492,36.21629843660078,35.417218392471206,35.551258463074426,3023600,UPS
2005-10-17,36.293643951416016,36.582342127051604,35.8863710632343,36.293643951416016,2221800,UPS
2005-10-18,35.8193473815918,36.52562729872894,35.77294722019073,36.386434680959816,2230700,UPS
2005-10-19,36.51531219482422,36.73183575636348,35.58219200839121,35.75231934955051,2931700,UPS
2005-10-20,37.34532165527344,37.47935779772451,36.61325965217993,37.11848520925436,4549700,UPS
2005-10-21,36.95350646972656,37.86600063996202,36.93288462145031,37.63401172998117,5054900,UPS
2005-10-24,38.09284973144531,38.10831513950218,37.08240242849071,37.25768229742415,3291800,UPS
2005-10-25,37.902099609375,38.144401485014406,37.58762714227875,37.99489598870038,2413700,UPS
2005-10-26,37.53093338012695,38.14441709084267,37.53093338012695,37.90727156514828,1969100,UPS
2005-10-27,37.10301971435547,37.577310524701176,37.0978632678993,37.55153222563656,2043200,UPS
2005-10-28,37.54122543334961,37.56700373390252,37.21128363899794,37.417498243771846,2057000,UPS
2005-10-31,37.603084564208984,37.912404451864546,37.56184086366404,37.89178260159207,2378100,UPS
2005-11-01,37.53093338012695,37.84025346002319,37.43298051375949,37.623729797417646,2133000,UPS
2005-11-02,38.087684631347656,38.19079388366292,37.37109204392379,37.53091040170848,2572300,UPS
2005-11-03,38.28359603881836,38.6135378297362,38.12377765684324,38.14955595712786,3571900,UPS
2005-11-04,38.20110321044922,38.2835906130964,37.89178331695399,38.2835906130964,1721000,UPS
2005-11-07,38.567138671875,38.603225933275596,38.18564420375211,38.30421888162063,2185900,UPS
2005-11-08,38.50527572631836,38.63931187367154,38.30421757207221,38.30421757207221,1346000,UPS
2005-11-09,38.51041030883789,38.66507217080694,38.30419973716522,38.51556675309407,2436100,UPS
2005-11-10,39.02080535888672,39.02080535888672,38.41247452592981,38.63415450573316,2500300,UPS
2005-11-11,39.314666748046875,39.3713758644501,38.93832478766337,39.041434059858574,2705700,UPS
2005-11-14,39.78896713256836,39.89722894439672,39.46418169708327,39.56213061261322,2922600,UPS
2005-11-15,38.95378875732422,39.82504339243523,38.928014390139225,39.7889561318031,3682600,UPS
2005-11-16,38.891944885253906,39.17548665303564,38.63417749642421,39.08269023572822,2507900,UPS
2005-11-17,39.60335159301758,39.60335159301758,38.99502085686303,39.08266075899341,3645200,UPS
2005-11-18,40.28903579711914,40.3199666191118,39.6961701318826,40.18592650178119,4662600,UPS
2005-11-21,40.309635162353516,40.44367127167103,40.09310772958052,40.33025700991357,3068500,UPS
2005-11-22,41.12934494018555,41.2272977613393,40.57772314013936,40.675675961293116,5292000,UPS
2005-11-23,41.010292053222656,41.284659692605324,40.96369916092984,41.25877431360328,2192400,UPS
2005-11-25,41.17593002319336,41.33640824337307,41.155222519048785,41.23287467220278,1254800,UPS
2005-11-28,40.777339935302734,41.320901357155385,40.59615411120343,41.30537170788327,1992300,UPS
2005-11-29,40.63237380981445,41.11381247807293,40.544369868731934,41.10346069952624,2584700,UPS
2005-11-30,40.32695770263672,40.958522999950816,40.326957702636726,40.741096097091436,2253400,UPS
2005-12-01,40.414939880371094,40.71519272044039,40.3476434643081,40.50812166006322,1943700,UPS
2005-12-02,40.09397506713867,40.27516469322839,39.923145114717826,40.223393971744734,2798300,UPS
2005-12-05,39.36406326293945,39.91279827678301,39.08451789280621,39.84032399003207,3440100,UPS
2005-12-06,39.94384765625,40.399400722089304,39.59700203329116,39.60217989470724,3174200,UPS
2005-12-07,39.96457290649414,40.22341082415162,39.70573498883666,39.990458278081164,2245800,UPS
2005-12-08,38.83604431152344,39.83515895731151,38.566854581109915,39.783392157180494,4403000,UPS
2005-12-09,39.234676361083984,39.30197283956495,38.986190068248156,39.01725332332491,2191800,UPS
2005-12-12,39.13111877441406,39.41584209479127,38.836043674002056,39.384782805133256,1977900,UPS
2005-12-13,39.03275680541992,39.55043261464419,38.67555923319823,39.55043261464419,2714400,UPS
2005-12-14,39.41065216064453,39.483126447354024,39.08451787045181,39.08451787045181,1984100,UPS
2005-12-15,39.4831428527832,39.65915472903458,39.100063756782966,39.395138889434534,2150400,UPS
2005-12-16,39.35371398925781,39.767856223928405,39.281239690623416,39.664322640037284,2998100,UPS
2005-12-19,38.86192321777344,39.545255134601454,38.81533429027638,39.44689546603697,1774400,UPS
2005-12-20,38.944766998291016,39.23984215864564,38.75322545753104,39.03277096990191,2220300,UPS
2005-12-21,39.6643180847168,40.30623492013636,39.3330059148517,39.44171735031813,5418800,UPS
2005-12-22,39.778221130371094,40.005999829568275,39.72128040512616,39.86105118446256,2769700,UPS
2005-12-23,39.93352508544922,40.057766215720484,39.73680963339019,39.85069898178648,1575700,UPS
2005-12-27,39.65397262573242,40.13023349954179,39.61773547119374,40.04222954559838,1635900,UPS
2005-12-28,39.55042266845703,39.700549089324454,39.327821968488365,39.700549089324454,1469300,UPS
2005-12-29,39.270870208740234,39.855842198170386,39.26569234701394,39.52453013961067,1485300,UPS
2005-12-30,38.90334701538086,39.162184980952844,38.72216122939125,38.72216122939125,1872600,UPS
2006-01-03,39.11040496826172,39.415831768693295,38.15270165946525,39.415831768693295,3555000,UPS
2006-01-04,39.162193298339844,39.395145937008266,39.00688890619106,39.162193298339844,2958500,UPS
2006-01-05,39.177711486816406,39.37442690304472,39.069000023936,39.16218184205543,2298600,UPS
2006-01-06,38.944766998291016,39.34337577824029,38.6030989444307,39.30713861642672,2995700,UPS
2006-01-09,39.42102813720703,39.51938389137851,38.877466758111964,38.93441143400019,2999100,UPS
2006-01-10,39.20876693725586,39.421015927016626,39.08970370604394,39.421015927016626,2118700,UPS
2006-01-11,39.006866455078125,39.32264897435279,38.88780324590718,39.32264897435279,1837800,UPS
2006-01-12,38.654869079589844,38.84123277053606,38.4529757393239,38.78946595628539,2774200,UPS
2006-01-13,38.566856384277344,38.944761547054505,38.437437403122054,38.81534256589921,1747000,UPS
2006-01-17,38.784263610839844,39.079338610338766,38.66520040816695,38.82567861592271,2863100,UPS
2006-01-18,39.13111877441406,39.29677885139979,38.65485790174093,38.78945473951503,2377200,UPS
2006-01-19,39.643619537353516,39.8558645927745,39.084528643304786,39.23465512131158,2527000,UPS
2006-01-20,38.94991683959961,39.85067536144191,38.825675782968666,39.700548941134855,4267100,UPS
2006-01-23,38.93440246582031,39.19324040585333,38.63414950748916,39.17771076137992,2405500,UPS
2006-01-24,39.42102813720703,39.602213947053905,38.96029681378736,39.07936008187769,3234300,UPS
2006-01-25,39.7368049621582,39.82998678629632,39.23983654993958,39.628093492256056,3627600,UPS
2006-01-26,39.11040496826172,39.70572892836429,38.44260276868883,39.70572892836429,6852000,UPS
2006-01-27,39.03275680541992,39.260531475782564,38.82050782785254,39.23982791902022,4092600,UPS
2006-01-30,38.77393341064453,39.193249709174204,38.77393341064453,39.110423602471,2288500,UPS
2006-01-31,38.77909469604492,39.05863614250683,38.62896824543225,38.77909469604492,2570800,UPS
2006-02-01,38.70145797729492,38.80499159509603,38.447793899439816,38.78946194738129,2350500,UPS
2006-02-02,38.15789031982422,38.87745950872142,38.1527124549214,38.69109586775703,2363600,UPS
2006-02-03,37.8213996887207,37.94564474740917,37.66092142485683,37.790340398825414,2547200,UPS
2006-02-06,38.04397964477539,38.199283908297105,37.764434340167206,37.8213789734884,1779700,UPS
2006-02-07,37.68163299560547,38.23036824051253,37.655747618200614,38.11130498337998,2514800,UPS
2006-02-08,38.24588394165039,38.30800645503805,37.686797119371995,37.686797119371995,2091200,UPS
2006-02-09,38.188961029052734,38.25626144425182,38.0077751988146,38.25626144425182,2206000,UPS
2006-02-10,38.7118034362793,38.960289607791665,38.19412753271941,38.256250062985934,2860700,UPS
2006-02-13,38.841217041015625,38.970635999008906,38.49437518148638,38.515082688711686,1659300,UPS
2006-02-14,39.30194854736328,39.48831216441147,38.83603950474281,38.955106684905395,3490900,UPS
2006-02-15,39.49868392944336,39.524565362036576,38.970652150240326,39.30714237039052,2140500,UPS
2006-02-16,39.59231948852539,39.63914558444444,39.280160069913734,39.488267672095624,2119300,UPS
2006-02-17,39.67035675048828,39.70677527987978,39.4414380118434,39.69637168690593,2228700,UPS
2006-02-21,39.150089263916016,39.63393770196387,38.94718546434646,39.62353410912628,2432200,UPS
2006-02-22,39.47264862060547,39.602715337330295,39.30616338197054,39.39981157678526,1987000,UPS
2006-02-23,39.160491943359375,39.488262665266646,39.12927719625272,39.20211425238281,1841900,UPS
2006-02-24,39.186500549316406,39.441430204594774,39.025219089553524,39.21771529138116,2007400,UPS
2006-02-27,39.51426696777344,39.54028189885642,39.186500270462226,39.186500270462226,1466700,UPS
2006-02-28,38.8691291809082,39.49345167478354,38.82750688745244,39.43622201361196,2858600,UPS
2006-03-01,39.186500549316406,39.2801487448319,38.95758185598493,39.07204120265067,2283600,UPS
2006-03-02,38.99401092529297,39.10847030291776,38.77029595156879,39.056444395630756,2122500,UPS
2006-03-03,39.28535461425781,39.54028428309408,38.71826163088735,38.72346541128197,3008700,UPS
2006-03-06,39.59231948852539,39.711982649809755,39.098067406500455,39.22813416169885,2521300,UPS
2006-03-07,40.00852584838867,40.04494437302045,39.50907009515792,39.62872926066741,2742100,UPS
2006-03-08,40.06056594848633,40.06056594848633,39.54550264055906,39.93049917592631,2975600,UPS
