Date,open,high,low,close,volume
2005-01-03,0.9714105012783956,0.976359138714544,0.9387199028815704,0.9490673542022704,691992000.0
2005-01-04,0.956564166135096,0.9817566176747634,0.9442677575471572,0.9588138461112976,1096810400.0
2005-01-05,0.9666107517636312,0.97845798340873,0.9604629488026736,0.9672111868858336,680433600.0
2005-01-06,0.9697598756277954,0.973358982628204,0.9496663214197172,0.9679610729217528,705555200.0
2005-01-07,0.9747086124929748,1.0441381597495605,0.9709599469017473,1.0384396314620972,2227450400.0
2005-01-10,1.0471372149790414,1.0601836198671035,1.0178962740478152,1.0340917110443115,1725309600.0
2005-01-11,1.0234442559559047,1.0369398323232275,0.9618125585366069,0.9681106209754944,2611627200.0
2005-01-12,0.9814566417700014,0.98820477896586,0.9492161424694971,0.981606900691986,1919702400.0
2005-01-13,1.1053197249993851,1.1159668877395377,1.045637992702159,1.0466876029968262,3164716800.0
2005-01-14,1.0534353926911126,1.0754788179421768,1.0375405735878207,1.0526854991912842,1770742400.0
2005-01-18,1.0474366512399518,1.0601832342438426,1.015946041291997,1.0594333410263062,1006460000.0
2005-01-19,1.057034465863128,1.0715797564786171,1.0459380245328016,1.047887086868286,751895200.0
2005-01-20,1.0444377351740637,1.068730828429289,1.0417387806620264,1.0565838813781738,914922400.0
2005-01-21,1.069331003946744,1.0736792049604529,1.049686717504044,1.0570344924926758,911332800.0
2005-01-24,1.064382111185852,1.0763787023949127,1.0579336893922553,1.0610827207565308,841629600.0
2005-01-25,1.0702306728551387,1.0922741044616713,1.063783048444198,1.0804277658462524,969231200.0
2005-01-26,1.0895743975740848,1.0909238249311877,1.0679810572132635,1.083426594734192,739496800.0
2005-01-27,1.0820769225152682,1.093473984663447,1.0729303421778338,1.0892752408981323,496227200.0
2005-01-28,1.088974949696273,1.1093683242797852,1.0862751935670023,1.1093683242797852,801612000.0
2005-01-31,1.1183662233353262,1.1680012323759426,1.1173165128431166,1.1531553268432615,1681097600.0
2005-02-01,1.1554050294156963,1.1662016514091242,1.1483569731156806,1.1626025438308716,678395200.0
2005-02-02,1.1689006741556367,1.198291969573963,1.1650017491689098,1.1940932273864746,1020062400.0
2005-02-03,1.1861462839121772,1.1910949214111162,1.1596042926140593,1.1668018102645874,731651200.0
2005-02-04,1.167701750965637,1.1835965707137912,1.1626028553624614,1.1822470426559448,563556000.0
2005-02-07,1.1835964556338137,1.1898946196798137,1.16215346694836,1.1837468147277832,524456800.0
2005-02-08,1.1856959651022725,1.2203356196638229,1.1814971220223958,1.2131381034851074,890019200.0
2005-02-09,1.2152371001485498,1.2294826705470905,1.1711502606512865,1.1807469129562378,1191456000.0
2005-02-10,1.1804472155049863,1.1888446993482351,1.1495570362506342,1.1750493049621582,1093019200.0
2005-02-11,1.1975422861877374,1.226034134999762,1.1837468885091469,1.2177869081497192,1201054400.0
2005-02-14,1.2405785580134323,1.271469523869891,1.2303822758873608,1.269070386886597,1271463200.0
2005-02-15,1.2995118842384734,1.3358007751110836,1.2896146136827755,1.3257540464401243,2312217600.0
2005-02-16,1.3218552733107938,1.3525958980646045,1.3098585803519436,1.351546287536621,1639243200.0
2005-02-17,1.359344141792137,1.3627929908156975,1.3113583708806136,1.316757082939148,1518473600.0
2005-02-18,1.3157075018994615,1.3175070058886975,1.29336426133529,1.3017617464065552,1163254400.0
2005-02-22,1.294113257357372,1.3241048881674458,1.278968334197998,1.278968334197998,1219293600.0
2005-02-23,1.30041129168143,1.3263536378165397,1.282867230651256,1.3230551481246948,1345181600.0
2005-02-24,1.3268037447443577,1.339249611405514,1.3155569465950074,1.3335518836975098,1519028000.0
2005-02-25,1.3438986320394453,1.3482476332415756,1.322454744609403,1.33445143699646,915510400.0
2005-02-28,1.3399998515967348,1.3537961504670175,1.3184066022043128,1.3453986644744873,651610400.0
2005-03-01,1.349297287949138,1.3528955947748664,1.3244045527004824,1.334601640701294,468188000.0
2005-03-02,1.3271033224743156,1.3462975262850512,1.3220052296634146,1.3232043981552124,458161200.0
2005-03-03,1.3307030177304724,1.331902186662016,1.2362312499920598,1.2533259391784668,1411653600.0
2005-03-04,1.282416925350999,1.2899141558321154,1.2551250563369818,1.283916711807251,756618800.0
2005-03-07,1.2836159946562298,1.2971124700256262,1.2701204202397811,1.2821170091629028,450632000.0
2005-03-08,1.2566251435242215,1.2644222931202176,1.2026410268629102,1.2155370712280271,1021451200.0
2005-03-09,1.1888449507216794,1.208039060556283,1.1645526463421412,1.180147647857666,1322465200.0
2005-03-10,1.1855458875154083,1.2074390445655934,1.172649846985765,1.1945430040359497,777109200.0
2005-03-11,1.2059393727829713,1.2173364288735085,1.1936437661832668,1.2077388763427734,632830800.0
2005-03-14,1.2152372523416994,1.2233350199886297,1.1852465213751782,1.2092390060424805,605385200.0
